,Tweet Id,Text,Username,time,date
58,1442542207320342534,@2022_sf يتم تغير الصورة عند اصدار بدل فاقد، نسعد بخدمتك,AhwalCare,17,2021-09-27
59,1442542017343541255,@asma44445 لا توجد قائمة أسماء محددة، وإنما هناك معايير لإختيار الإسماء، نسعد بخدمتك https://t.co/gqQrBCBU2f,AhwalCare,17,2021-09-27
60,1442541917607235586,@2022_sf نأمل منك حجز موعد لتجديد الهوية الوطنية وسيتم تحديد ذلك في المكتب ، نسعد بخدمتك,AhwalCare,17,2021-09-27
61,1442541735180046337,@7mo45197815 تفضل، نسعد بخدمتك,AhwalCare,17,2021-09-27
62,1442540991731290115,@aa22ll22 بمجرد الإبلاغ يتم إلغاء البطاقة ولا يتم التعامل بها يجب الاسراع بعمل طلب وثيقة بدل فاقد لاستخراج هويه اخرى ساريه، نتشرف بخدمتك,AhwalCare,17,2021-09-27
63,1442540681428307973,@ali99987a يمكنك معرفة ذلك من خلال حسابك في ابشر، نسعد بخدمتك,AhwalCare,17,2021-09-27
64,1442539861823655938,@7mo45197815 نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,17,2021-09-27
65,1442539158493298689,@dx2iVsRni5w8HjY تفضل، نسعد بخدمتك,AhwalCare,17,2021-09-27
66,1442539088113029120,@ali_N_l_ نأمل منك حجز موعد لتجديد الهوية الوطنية وسيتم تحديد ذلك في المكتب ، نسعد بخدمتك,AhwalCare,17,2021-09-27
67,1442538690333618179,@sV4xnPzboTRgBtR تم الرد، نسعد بخدمتك,AhwalCare,17,2021-09-27
68,1442538048240095232,@gadha_sa يتم تفعيل الهوية الوطنية عند استلامها، نسعد بخدمتك,AhwalCare,17,2021-09-27
69,1442537781083918338,@kissmeel يلزم الاستلام من الفرع الذي تم التقدم لديه، نتشرف بخدمتك,AhwalCare,17,2021-09-27
70,1442536641357357056,@AdelAlofi20 يستغرق إصدارها ١٤يوم عمل كحد أقصى، وستصلك رسالة نصية عند وصول بطاقتك للمكتب، نسعد بخدمتك,AhwalCare,17,2021-09-27
71,1442536491448557573,@Fawaz_alrawily خدمتكم واجبنا ونعدكم بتقديم الأفضل,AhwalCare,17,2021-09-27
72,1442536416458809344,@abmanrr نأمل منك تغيير المتصفح او جهاز الكمبيوتر، نسعد بخدمتك,AhwalCare,17,2021-09-27
73,1442535669046202368,@Gow9Js8FqR5I38f لايلزم، نأمل منك الإبلاغ عن الوثائق المفقودة عن طريق أبشر وتجد جميع الإجراءات لاستخراج بدل فاقد للهوية الوطنية، نسعد بخدمتك,AhwalCare,17,2021-09-27
74,1442531100920885254,@h_alaissa بإمكانك تجديد الهوية الوطنية قبل انتهائها بـ١٨٠ يوم، نسعد بخدمتك,AhwalCare,16,2021-09-27
75,1442531051654377480,@Fawaz_alrawily تم الرد، نسعد بخدمتك,AhwalCare,16,2021-09-27
76,1442530975750049799,@sabqk لايلزم، نسعد بخدمتك,AhwalCare,16,2021-09-27
77,1442530884490457095,@Entsar195 يتم تفعيل الهوية الوطنية عند استلامها، نسعد بخدمتك,AhwalCare,16,2021-09-27
78,1442530558551068675,@Arwa_q25 يتم إحتساب ١٠٠ ريال من تاريخ انتهاء الهوية الوطنية، نسعد بخدمتك,AhwalCare,16,2021-09-27
79,1442530271191080964,@iv7fa تفرض غرامة ١٠٠ ريال حال انتهائها حيث بإمكانك التجديد قبل ١٨٠ يوم من تاريخ انتهائها ، نسعد بخدمتك,AhwalCare,16,2021-09-27
80,1442527038259220480,@ashwagalqadi1 نعم يتم تغير الصورة عند اصدار بدل فاقد، نسعد بخدمتك,AhwalCare,16,2021-09-27
81,1442526777679781895,@_er__sf اذا تم تعديل الاسم يتم منحك اشعار بالتعديل وبذلك يمكنك مراجعة اي جهة وتعديل اسمك، نسعد بخدمتك,AhwalCare,16,2021-09-27
82,1442526715276890119,@_er__sf بإمكانك مراجعة أقرب مكتب مع احضار بطاقة الهوية الوطنية، نسعد بخدمتك,AhwalCare,16,2021-09-27
83,1442526205266255872,@iv7fa بإمكانك تجديد الهوية الوطنية قبل انتهائها بـ١٨٠ يوم، نسعد بخدمتك,AhwalCare,16,2021-09-27
84,1442526128636416007,@3bood_it تفضل، نسعد بخدمتك,AhwalCare,16,2021-09-27
85,1442526063314096131,@4LEczpRZ5a1ay1N نأمل منك مراجعة اقرب مكتب للاحوال مع احضار اخر مؤهل تعليمي لك وبطاقة الهوية الوطنية، نسعد بخدمتك,AhwalCare,16,2021-09-27
86,1442525748410130432,@moho1831 تفضل، نسعد بخدمتك,AhwalCare,16,2021-09-27
87,1442525696576958465,@abo11gala نأمل منك مراجعة المكتب وسيتم ابلاغك بالاجراءات، نسعد بخدمتك,AhwalCare,16,2021-09-27
88,1442525589567520776,@Khaled99304319 خدمتكم واجبنا ونعدكم بتقديم الأفضل,AhwalCare,16,2021-09-27
89,1442525503517196297,@mod_989 توجه إلى أقرب مكتب لتعديل المهنة مع إحضار خطاب بتاريخ حديث من جهة العمل موضح به السجل المدني موقع ومختوم ولا يلزم حجز موعد، نسعد بخدمتك,AhwalCare,16,2021-09-27
90,1442525132661141504,@1w_j0s تفضل، نسعد بخدمتك,AhwalCare,16,2021-09-27
91,1442525013475827717,@alotabi2050 المكاتب تعمل من الساعة ٨ صباحا وحتى الساعة ٢:٣٠ ظهرا ، نسعد بخدمتك,AhwalCare,16,2021-09-27
92,1442519746243596288,@mrsuwka1988 يلزم ان تكون جميع الوثائق سارية المفعول ، نسعد بخدمتك,AhwalCare,16,2021-09-27
93,1442519589108256777,@moho1831 نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,16,2021-09-27
94,1442519433122131973,@alrehab_91 @AhwalKSA نأمل منك مراجعة الفرع الرئيسي وهناك ستتم إفادتك بالتعليمات، نسعد بخدمتك,AhwalCare,16,2021-09-27
95,1442518427743277057,@mrsuwka1988 التبليغ الان اصبح الكترونياً بإمكانك حجز موعد إلكتروني وإختيار أقرب مكتب لك  ، نسعد بخدمتك,AhwalCare,15,2021-09-27
96,1442518029896597516,@BMBashayer1 في حال كان الطلب تجديد بطاقة الهوية الوطنية لا يلزم احضار متطلبات، نسعد بخدمتك,AhwalCare,15,2021-09-27
97,1442517921813598212,@d0zDpFBkPbrKhE5 نأمل منك احضار اخر مؤهل تعليمي لك وبطاقة الهوية الوطنية، نسعد بخدمتك,AhwalCare,15,2021-09-27
98,1442516612716773383,@BMBashayer1 بإمكانك تجديد الهوية الوطنية قبل انتهائها بـ١٨٠ يوم، نسعد بخدمتك,AhwalCare,15,2021-09-27
99,1442516518948982787,@sha03432438 @AhwalKSA لا يلزم احضار صور شخصية ، يتم تصويرك عند مراجعة المكتب ، نسعد بخدمتك,AhwalCare,15,2021-09-27
100,1442515890499727363,@RraRakan تمت إفادتك عبر الخاص، نسعد بخدمتك,AhwalCare,15,2021-09-27
101,1442514818980741127,@3bood_it وعليكم السلام ، نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,15,2021-09-27
102,1442514710528761862,@Fares02735215 نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,15,2021-09-27
103,1442514614537703441,@tariqt9 نأمل منك مراجعة المكتب رئيسي في منطقتك، نسعد بخدمتك,AhwalCare,15,2021-09-27
104,1442514532920819715,@Meshal_535 نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,15,2021-09-27
105,1442513491043225603,"@Tur_alr الشهادة المفقودة مربوطة بسجل الاب 
لانه هو من استخرجها اول مره، نسعد بخدمتك",AhwalCare,15,2021-09-27
106,1442513159516983301,@AhmedRa505 وعليكم السلام ، نأمل منك مراجعة المكتب الذي صدرت منه الشهادة لابلاغك بالتعليمات، نسعد بخدمتك,AhwalCare,15,2021-09-27
107,1442512924212281346,@3sFgVdiJKHYzhVW نعم يمكنك حجز موعد لتجديد الهوية الوطنية ومراجعة المكتب ، نسعد بخدمتك,AhwalCare,15,2021-09-27
108,1442512782952435716,@AbdulkreemXx تم التواصل معك عبر الخاص، نسعد بخدمتك,AhwalCare,15,2021-09-27
109,1442512548595585033,@BMBashayer1 الفئات المسموح لها محصن جرعة اولى، محصن جرعتين، محصن متعافي، نسعد بخدمتك,AhwalCare,15,2021-09-27
110,1442512357448732676,@mod_989 نرجو منك توضيح المهنة المراد تعديلها,AhwalCare,15,2021-09-27
111,1442511875237838852,@NsOoOoOrE نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,15,2021-09-27
112,1442511782417887234,@xxf3f3 @AhwalKSA خدمتكم واجبنا ونعدكم بتقديم الأفضل,AhwalCare,15,2021-09-27
113,1442511709399363585,@kemoo_nsr نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,15,2021-09-27
114,1442511613228093444,@1w_j0s نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,15,2021-09-27
115,1442511422995447808,@Meshal_535 @AhwalKSA يمكنك عن طريق الموقع وليس عن طريق التطبيق، نسعد بخدمتك,AhwalCare,15,2021-09-27
116,1442510342186221568,@AbdulkreemXx تفضل ، نسعد بخدمتك,AhwalCare,15,2021-09-27
117,1442509514222161924,@Swah113 في حال كان الطلب تجديد بطاقة الهوية الوطنية لا يلزم احضار متطلبات، نسعد بخدمتك,AhwalCare,15,2021-09-27
118,1442509441874681860,@waleedgomaa21 نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,15,2021-09-27
119,1442509251604324353,@moaten1418 سيتم التواصل معك ، نسعد بخدمتك,AhwalCare,15,2021-09-27
120,1442508761634164738,@staNCAhq87AQhuK @AhwalKSA يكون إصدار الهوية الوطنية للذكور والإناث  إجباري عند إتمام ١٥ سنة، ويكون اختياري من سن ١٠-١٥ سنة ،و حجز موعد إلكتروني لإصدار هوية وطنية واتباع المتطلبات الموجودة بتذكرة الموعد، نسعد بخدمتك,AhwalCare,15,2021-09-27
121,1442508582553935880,@AtbYm7 بإمكان من كانت خدماته موقفه أن يحجز موعد ومراجعة المكتب إنجاز أي إجراء يخصه، نسعد بخدمتك,AhwalCare,15,2021-09-27
122,1442508014452449282,@Fg5sUuySBDpKsTX نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,15,2021-09-27
123,1442504310076682241,@AbdulkreemXx نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,15,2021-09-27
124,1442504255814914057,@RraRakan وعليكم السلام ، نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,14,2021-09-27
125,1442503874581909506,@95YA1 وعليكم السلام ، نأمل منك مراجعة أقرب مكتب للأحوال المدنية، نسعد بخدمتك,AhwalCare,14,2021-09-27
126,1442501970628161536,@matsadmut تم التواصل معك عبر الخاص، نسعد بخدمتك,AhwalCare,14,2021-09-27
127,1442501792261185536,@shoog2_2 نأمل منك مراجعة أقرب مكتب للأحوال المدنية، نسعد بخدمتك,AhwalCare,14,2021-09-27
128,1442501345248878595,@Nooor45222282 لا يلزم حجز موعد ، نسعد بخدمتك,AhwalCare,14,2021-09-27
129,1442501258716254208,@kemoo_nsr تفضل ، نسعد بخدمتك https://t.co/0WJpYmVCne,AhwalCare,14,2021-09-27
130,1442500983653744646,@JQxEplCHNox3iK6 تمت إفادتك عبر الخاص، نسعد بخدمتك,AhwalCare,14,2021-09-27
131,1442499300714557443,@ehbcc342 تمت إفادتك ، نسعد بخدمتك,AhwalCare,14,2021-09-27
132,1442499071588003840,@Nooor45222282 وعليكم السلام ، نأمل منك مراجعة المكتب رئيسي في منطقتك، نسعد بخدمتك,AhwalCare,14,2021-09-27
133,1442498886568792080,@ehbcc342 @AhwalKSA نأمل منك حجز موعد بدل تالف الهوية الوطنية ، نسعد بخدمتك,AhwalCare,14,2021-09-27
134,1442498723943174147,@maher8467 وعليكم السلام ، نأمل منك مراجعة الفرع الرئيسي وهناك ستتم إفادتك بالتعليمات، نسعد بخدمتك,AhwalCare,14,2021-09-27
135,1442498424071507970,@AbdulkreemXx وعليكم السلام ، بإمكانك من خلال الدخول على خدمة أبشر وسيتضح الموعد لديك فقم بتغييره، نسعد بخدمتك,AhwalCare,14,2021-09-27
136,1442497837489704961,@JQxEplCHNox3iK6 وعليكم السلام ، نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,14,2021-09-27
137,1442497241835581440,@xxf3f3 @AhwalKSA نأمل منك مراجعة أقرب مكتب للأحوال المدنية مع احضار بطاقة الهوية الوطنية، نسعد بخدمتك,AhwalCare,14,2021-09-27
138,1442497186948796422,@Ralshdadi نأمل منك مراجعة أقرب مكتب للأحوال المدنية، نسعد بخدمتك,AhwalCare,14,2021-09-27
139,1442497076055654401,"@mohammadthomali لا يوجد مواعيد للاستلام 
حيث ان الخدمة اصبحت عبر أبشر ويتم الاستلام عبر البريد السعودي",AhwalCare,14,2021-09-27
140,1442496706118049796,@BagaziMohammad نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,14,2021-09-27
141,1442496640938491910,@Dax112 تفضل ، نسعد بخدمتك https://t.co/g2U0BFWosl,AhwalCare,14,2021-09-27
142,1442496478719746052,@NKratogy9999 وعليكم السلام ، تمت إفادتك عبر الخاص، نسعد بخدمتك,AhwalCare,14,2021-09-27
143,1442496090784239616,@A_D_I_L_H وعليكم السلام، نعم يتم تصويرك من جديد ، نسعد بخدمتك,AhwalCare,14,2021-09-27
144,1442495900601880577,@fai5al11 وعليكم السلام ، تم تعديل المؤهل في نظام الأحوال المدنية ويحتاج لفترة حتى يتعدل في أبشر، نسعد بخدمتك,AhwalCare,14,2021-09-27
145,1442493558452375554,@No19uf96 غير مسموح، يتم الاطلاع على بياناتها واعادتها لصاحبها ولايتم تصويرها,AhwalCare,14,2021-09-27
146,1442493475484667905,@shdhgzy سوف تصلك رسالة نصية أو قم بزيارة الفرع بعد  ١٤ يوم عمل كحد أقصى، نسعد بخدمتك,AhwalCare,14,2021-09-27
147,1442493270840406022,@essa_alshe7e تم التواصل معك عبر الخاص، نسعد بخدمتك,AhwalCare,14,2021-09-27
148,1442492486597943297,@usi__1 نأمل منك مراجعة الفرع الذي تم حجز موعد لديه، نسعد بخدمتك,AhwalCare,14,2021-09-27
149,1442492401092894724,@__AVI2 @AhwalKSA تمت إفادتك ، نسعد بخدمتك,AhwalCare,14,2021-09-27
150,1442492271312703489,@AbdulazizMRD نأمل منك  تغيير المتصفح او الدخول من جهاز كمبيوتر اخر، نسعد بخدمتك,AhwalCare,14,2021-09-27
151,1442491910497710081,@Haytham_1411 نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,14,2021-09-27
152,1442491685242613765,@__AVI2 @AhwalKSA وعليكم السلام ، نأمل منك مراجعة المكتب قبل الموعد لتجنب الغرامة المالية ، نسعد بخدمتك,AhwalCare,14,2021-09-27
153,1442491410066857989,@alhnof551 يتم تفعيل الهوية الوطنية عند استلامها، نسعد بخدمتك,AhwalCare,14,2021-09-27
154,1442491279103840272,@shahoodd بإمكانك تجديد الهوية الوطنية قبل انتهائها بـ١٨٠ يوم، نسعد بخدمتك,AhwalCare,14,2021-09-27
155,1442491045078392839,@kx2vg8LKE54QkXc @AhwalKSA يلزم ان تكون جميع الوثائق سارية المفعول ، نسعد بخدمتك,AhwalCare,14,2021-09-27
156,1442490819529875456,@abzccount تفضل ، نسعد بخدمتك,AhwalCare,14,2021-09-27
157,1442490741884952579,@abojwad190 خدمتكم واجبنا ونعدكم بتقديم الأفضل,AhwalCare,14,2021-09-27
158,1442490628030468097,@hww878 من خلال أبشر ، نسعد بخدمتك https://t.co/LvOBTifzah,AhwalCare,14,2021-09-27
159,1442490412774666241,@ly77906 نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,14,2021-09-27
160,1442490239583281155,@f_____124 نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,14,2021-09-27
161,1442489989699354627,@Seh3m نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,14,2021-09-27
162,1442489635993759744,@ly77906 نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,14,2021-09-27
163,1442489564132691971,@yV6WgU5yq0pUmqD تم التواصل معك عبر الخاص، نسعد بخدمتك,AhwalCare,14,2021-09-27
164,1442489173944922120,@alanazi009 تفضل ، نسعد بخدمتك,AhwalCare,13,2021-09-27
165,1442489105095409667,@moh179112 يمكنك اضافة المولود واصدار الوثائق وايصالها لك لعنوانك الوطني عن طريق ابشر ودون الحاجة لمراجعة المكتب، نسعد بخدمتك,AhwalCare,13,2021-09-27
166,1442488872919658501,@frooot2010 @AhwalKSA رسوم البريد سبل ، نسعد بخدمتك,AhwalCare,13,2021-09-27
167,1442488557608833025,@BeethovensBook تفضل ، نسعد بخدمتك,AhwalCare,13,2021-09-27
168,1442485179050643456,@M_Bakhdar نأمل منك  مراجعة اقرب مكتب لتعديل المهنة وإحضار قرار التقاعد أو خطاب من الجهه ولا يلزم حجز موعد، نسعد بخدمتك,AhwalCare,13,2021-09-27
169,1442485068241440771,@sea07_ نأمل منك مراجعة أقرب مكتب للأحوال المدنية مع احضار بطاقة الهوية الوطنية، نسعد بخدمتك,AhwalCare,13,2021-09-27
170,1442484876909838350,@car_9090 سيتم الرد عليك بعد دراسة الطلب من قبل الجهة المختصة ويمكنك معرفة ذلك بالدخول على حسابك,AhwalCare,13,2021-09-27
171,1442484609296453640,@alhmedllah_1 تفضل ، نسعد بخدمتك,AhwalCare,13,2021-09-27
172,1442484500169121792,@hww878 يمكنك عمل تفويض إلكتروني بالإستلام ، نسعد بخدمتك,AhwalCare,13,2021-09-27
173,1442484353225875457,@SaadAbdlMohs خدمتكم واجبنا ونعدكم بتقديم الأفضل,AhwalCare,13,2021-09-27
174,1442484277057363974,@rero2011000 تفضل ، نسعد بخدمتك,AhwalCare,13,2021-09-27
175,1442484177471873029,@abzccount نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,13,2021-09-27
176,1442483932000366595,@abojwad190 وعليكم السلام، تفضل ، نسعد بخدمتك https://t.co/kxdWt0EJ2N,AhwalCare,13,2021-09-27
177,1442483593675165700,@AbdulazizMRD تفضل ، نسعد بخدمتك https://t.co/DOv3T01zEf,AhwalCare,13,2021-09-27
178,1442483067621416964,@Roo7princess @AhwalKSA نفيدك بأنه حسب تعليمات وزارة الداخلية لايمكن الدخول الا للمحصن وابراز تطبيق توكلنا، نسعد بخدمتك,AhwalCare,13,2021-09-27
179,1442481496242143232,@ghls_ghls وعليكم السلام، تم الرد عبر الخاص، نسعد بخدمتك,AhwalCare,13,2021-09-27
180,1442481020993884170,@essa_alshe7e تفضل ، نسعد بخدمتك,AhwalCare,13,2021-09-27
181,1442480800142868490,@7ako20 نرجو منك تزويدنا ببياناتك عبر الخاص، نسعد بخدمتك,AhwalCare,13,2021-09-27
