,Tweet Id,Text,time,date
38,1442535730958512129,  عندي استفسار بخصوص اصدار الهوية الوطنية وهو ان احدهم معه الشكل اللي قبل الجديد الحالي وتبقى على تاريخ الانتهاء سنه ونصف  يقدر يطلع الشكل الجديد او لا مع الاخذ بالاعتبار ان ملامح صاحب الصوره اختلفت بعد عمليه التكميم,17,2021-09-27
39,1442533345972441089,    سويت تجديد لبطاقه   الرياض ورجعت للطايف وجتني رساله اليوم استلمها  اسويلها تحويل  الرياض للطايف,16,2021-09-27
40,1442527150591021059,   عندي اقتراح ليش مايكون  جهاز مثل الخدمه الذاتيه مثل جهاز ابشر يكون هالجهاز بطباعة بطاقه مثل ( مفقود ، بدل تالف ، وتجديد ) افضل بكثير وشكرا,16,2021-09-27
41,1442521976829095941,  اعدل المهنه  طالبه الى ربت زل,16,2021-09-27
42,1442520473884000265,  ردو عالخاص,16,2021-09-27
43,1442519037586513922,   .. الان لي فوق الشهرين ادخل لابسر بعدل المؤ الدراسي وكل شي تمام حتى اخر نقطه و تحيني هذه الرساله … https://t.co/z0V4tPlXgx,15,2021-09-27
44,1442518943365619720,  اقدر احذف القبيله واضيف اسم العايله برغم انه ليس  اسم الاب!,15,2021-09-27
45,1442515555173478411, متى مفروض اجدد هويتي  يعني كم يكون باقي على الانتهاء و اجددها  و  يحتاج اجيب معايا صور او اي أوراق ,15,2021-09-27
46,1442513262097141760,   ارغب  تعديل اسم العائلة علما بان التعديل تم مع اخي والمعاملة جاهزة الا ان المعاملة توقفت بسبب الجائحة,15,2021-09-27
47,1442511792828141569,  لو سمحتوا تقدر الأم تطلع بدل فاقد لشهادة ميلاد طفلها ,15,2021-09-27
48,1442510708319555593,"  
لو سمحت  اريد اغير اسم طفل بشهاده الميلاد لغير السعوديين
طلب ي أن اغير الاسم بالجواز الطفل ثم تغير الاسم الجديد ب المدينه
السؤال  بعد خروج الجواز باسم جديد
 يجب الذهاب إلى نفس المدينه التي قطعت ها شهاده الميلاد
ام يجوز اذهب لاحوال المدنيه باي طقه",15,2021-09-27
49,1442506752012947460, رزقت بمولود وخرج  المستشفى ابي اسوي اضافة مولود جديد عن طريق ابشر لكن يطلع لا يوجد لديك بيت مسجله,15,2021-09-27
50,1442504310185775106,"     
تجديد الهويه..  هناك أوراق يتم طلبها و يحتاج صور شخصيه شكرا",15,2021-09-27
51,1442503063697338370,  استطيع استخراج بطاقه للاولاد اقل  ١٥سنه وماهي الشروط,14,2021-09-27
52,1442499409799905298,"   

 اصدر بطاقة العائله بدل فاقد   ابشر مايظهر لي",14,2021-09-27
53,1442496084148895749, الاحباب  خدمة العملاء   بطاقتي بلقائها كثير على الانتهاء بس خلاف البطاقه يتمزق  الاطراف واخاف ان تتلف البطاقه  تتغير,14,2021-09-27
54,1442492049287049225,  ابغى اغير اسمي وش الاجراءات المطلوبة عشان اقدر اغير اسمي,14,2021-09-27
55,1442491866272894979,  مرحبا ، بالنسبة لتعديل المهنة  نظام ابشر  يتم عن طريق الموقع او الحضور للمقر,14,2021-09-27
56,1442488051150823424, كم رسوم الخدمه,13,2021-09-27
57,1442486971306217476, كل التواريخ المتاحه بشهر ثلاثه وحقتي تخلص الشهر هذا !! ,13,2021-09-27
58,1442486237881798660," 

 
ابي جهاز ابشر على شان البصمه . 
وين الجهاز الشغال ،
الموقع بريدة",13,2021-09-27
59,1442485343815618560," سلام   حجزت لي موعدين وفاتوني وابي ادخل اححز لي الحين ما يدخل لي 
ودخلت ابشر الحين بالبرنامج لقيت موعدي الشهر الجاي و بطاقتي تنتهي الشهر هذا 
ايش اسوي",13,2021-09-27
60,1442484937957937160,  يع حامل هويه زائر م̷ـــِْن شهادة ميلاد للطفل علما ان هوية زاير موقف م̷ـــِْن الدوله وغير ساريه,13,2021-09-27
61,1442484429713195008,  لو سمحتوا.  عندنا معاملة  احوال جيزان. وحنا   سكان الرياض  ماعندي طريقة  اتواصل مع   جيزان. تكفون💔🥺 ابغ  اتواصل مع  جيزان,13,2021-09-27
62,1442482332129054723,  ممكن خاص دحين و سته شهور ما حدى تواصل معي,13,2021-09-27
63,1442481448280338433, ماتجين رسالة على رقم التحقق بالهوية,13,2021-09-27
64,1442480143730200580,  كنت موظف اي وتقاعدت ذ ٣ سنوات ، ولا زال يظهر اني موظف اي ، ما هي الطريقة للتعديل الى متقاعد,13,2021-09-27
65,1442479547895721986, تغير الاسم  داخل ف الخدمات المقدمه وكم يستغرق تغير الاسم ابغى اغير اسمي باسم جديد حلو,13,2021-09-27
66,1442479205090955273,  سويت طلب تعديل للشهاده ولم تعدل,13,2021-09-27
67,1442476147292377091,  تعديل المؤ الدراسي لا يظهر لي بعد اتباع الاجراءات  الصورة,13,2021-09-27
68,1442475761479290880,  يشترط التحصين لتجديد الهوية,13,2021-09-27
69,1442475259987439622, و غمضة عين يغير   حال الى حال . م يارب ياسميع تنتهي معتي بوكالة  المدنيه معاملتي لها اربع سنوات وماطلعت هويتي للحين العمر يروح و اول المتفرجين صرت موجوده بالحياة ولكن مع ايقاف التنذ   @MOISaudiArabia @Aldowayesh @_malki @mohammed,13,2021-09-27
70,1442474277236838404," 
    
 كل ابنائي وبناتي مضان عندي الا ابنه واحده ممكن اعرف السبب",13,2021-09-27
71,1442473528901636104,  @ يجوز لجهه العمل او المدرسه نشر رقم الهويه الوطنيه مع الاسم كامل ورقم الهاتف و  حال ذالك ما عور الاجراء المتبع,12,2021-09-27
72,1442472827379191808,"    , تجديد بطاقة  مسموح اصور صوره جديده ",12,2021-09-27
73,1442472173570953221,"  *رد آلي* 

فتح شاشه

كشف طبي

تمديد جواز

مؤقت تهي

نقل معلومات

تفعيل تأمينات

طباعه اقامه إصدار

فك نسبه بنجلادش والهند

إسقاط خرج ولم يعد",12,2021-09-27
74,1442472095842144263,"  يشمل التعديل 
تعديل المهنه",12,2021-09-27
75,1442471775539851264, لي اكثر  شهر احاول يقول الخدمه غير متوفره حالياً,12,2021-09-27
76,1442471038198030349,"  سلام 
تعديل البيت الشخصية  شامله للمواطن والمقيم",12,2021-09-27
77,1442460876204695555,   طلبت تغيير المؤ وتم الرد علي بكلمة تم !! ولي اسبوع الان وماتغير شي ايش المشكلة ,12,2021-09-27
78,1442459610976247811,"   
 عندي تؤام بينهم دقايق ولما سجلتهم حطوا اسم الصغير قبل الكبير  كرت العائلة  اعدلها",12,2021-09-27
79,1442458396872089608,   .. عندي خطأ بالمؤ  جامعية وحاطين لي دبلوم ، قدمت طلب عن طريق ابشر ، وأرفقت الوثيقة وتم رفض الطلب .. وش السبب ,11,2021-09-27
80,1442453689948643329,   ،  الاوراق اللازمه لتغيير الاسم ، شهادة الميلاد،  تقبل صورة  شهادة الميلاد  حال عدم وجود الاصليه,11,2021-09-27
81,1442452594354438149,    يمكن احضار صوره  شهادة الميلاد  حال عدم وجود الاصلية لتغيير الاسم,11,2021-09-27
82,1442452432890466306,"   
جددت قبل شهر بطاقة  وارغب بتغيير الصورة بجديدة ماهي الاجراءات لذلك وشكرآ",11,2021-09-27
83,1442446534919008259,   ورحمه  عليه ايقاف خدمات  20 سنه  اجدد الهويه الوطنيه ادوني حفظكم ,11,2021-09-27
84,1442445962056585218," 
  سويت بلاغ فقدان هوية و لقيتها و حبيت الغي بلاغ فقدان هوية وطنية و شكرآ",11,2021-09-27
85,1442444226508189701,    عند مراجعتي لبيتي  ابشر وجدت أن فئة  المهنة طلبة و معلمة مع العلم انه مذكور اني موظفة حكومية ف يجب علي مراجعة  لتعديل فئة المهنة ام يمكن تعديله عن طريق ابشر,11,2021-09-27
86,1442442590368960516,   وطلب البصمة ببشر  يكون الطلب,10,2021-09-27
87,1442442570257166342,   استفسار بسيط .. الاجراءت اللي احتاجه لتغيير الاسم   المدنيه ممكن تدني !,10,2021-09-27
88,1442440899527684098, سلام  استفسار  اسم (ملك )موع او مسموح,10,2021-09-27
89,1442440510795223044, سلام  تعريف الطالب لزم يكون مختم لي ان الاكتروني غير مختم وحاليا كورونا,10,2021-09-27
90,1442440282545524737, سلام   لزم تعريف يكون مختم  لأوضاع الحاليا ازمة كورونا لان الاكتروني ياتي غير مختم او اجيب شهاده,10,2021-09-27
91,1442437750817447936,      … هويتي الوطنية انتهت و مبتعثة خارج المملكة … ماهي الخطوات المطلوبة للتجديد… شكراً,10,2021-09-27
92,1442432006172790785,  تم الابلاغ عن فقد سجل الاسرة لاكن  مشكلة  اصدارها لان النظام ما يقبل حجز الموعد ودايم يقول لي غير متوفرة الخدمة,10,2021-09-27
93,1442431663053557762,     ذوي الاعاقه  لهم استثناء حجز الموعد,10,2021-09-27
94,1442422618737442824," 
  ..
  ممكن تجديد الهوية الوطنية و  خارج المملكة 
شكرا للافادة مقدما",9,2021-09-27
95,1442407294432645122,  متى اجدد هويتي قبل الانتهاء بكم يوم,8,2021-09-27
96,1442406833797337089," لو سمحت 
اريد التقديم على وظائف   الطريقه",8,2021-09-27
97,1442402605850824705,   ه كبيرة بالسن  هجره تابعه محافظه خيبر التابعه للمدينه الوره  يوجد امكانيه بالذهاب لزلها او تعامل بدون موعد لان لايوجد لديها بطاقه او ابشر ..,8,2021-09-27
98,1442402556517433344,   ،،  اقدر اطلع سجل اسره مستقل الزوج متو وعنده زوجه ثانيه,8,2021-09-27
99,1442397270142488577, كم يوم عشان تطلع بطاقة بدل تالف,7,2021-09-27
100,1442395660356100103, ابي السجل المدني لوالدي,7,2021-09-27
101,1442393021362974723,  مريض وارغب  استخراج بطاقة هويه لابني  احجز موعد تقدير,7,2021-09-27
102,1442392975107973120,   .. تم بحمد  عقد قرآني ووصلتني رسالة  وزارة العدل بإصدار وثيقة الزواج، ولكن لا يمكنني اصدار سجل الأسرة  موقع ابشر وتظهر لي رسالة بأني غير مؤ لهذه الخدمة.,7,2021-09-27
103,1442392187887620096, مريض وارغب  استخراج بطاقة هوية لابني  تساعدوني,7,2021-09-27
104,1442385382444785666, و يتم توثيق بصمة ولايوجد لديها حساب ابشر لمواطنة عمرها 92 عام,7,2021-09-27
105,1442373408306577408,  اقدر اجدد هويتي بدون ما اروح للفرع,6,2021-09-27
106,1442371759236321280,"  سلام    
تأخرت عن الموعد ساعه 8عادي احضر 11 او  10",6,2021-09-27
107,1442371212127059971," 
وش متطلبات استخراج هوية للي تحت ال 15 ووالده متو",6,2021-09-27
108,1442362874547081216," مرحبا 
 بنات والدهم للحين لم يفرد لهم بطاقة احواله تخصهم 
 يعملو",5,2021-09-27
109,1442362273029242887," 
مرحبا الخاص لو سمحتو",5,2021-09-27
110,1442356527688343553,  ماهي اجراءات تجديد الهويه  الخارج علما ان ابني مبتعث,5,2021-09-27
111,1442356376961966081,  غيرت صورتي ف  وللحين م تغيرت ف توكلنا وش السبب,5,2021-09-27
112,1442353944232091653,,5,2021-09-27
113,1442353137529012226,"  
 حال تجديد بطاقة  
 بالامكان استلامها عن طريق البريد 
ولو رغبت بتفويض احد لاستلامها وقمت بخطوات التفويض ورفض الموظف اعطاء الشخص المفوض البطاقه وطلب حضوري شخصيا مالعمل ",4,2021-09-27
114,1442335668076781568," 
     
لو سمحتو ممكن خاص🥺",3,2021-09-27
115,1442333955596771334," 

سلام  ابغى سجل اسره  يطلع لي الخدمه غير متوفره",3,2021-09-27
116,1442321339981856774,    جاتني رسالة فتح وظايف عندكم5/3 صحيح وموجود ايميل,2,2021-09-27
117,1442304624745074691,"  
 خارج السعودية وارغب بتجديد الهوية الوطنية",1,2021-09-27
118,1442302912747786240,  ابغا الايميل حقكم,1,2021-09-27
119,1442288670262824961,    ، بطلع بدل فاقد للهوية  يجب اخذ موعد او الذهاب مباشرة ,0,2021-09-27
120,1442285109957173250,   جددت بالمتنقله ودفعت غرامه عند ذهابي للفرع قالو م دفعتي غرامه!  اقدر اروح فرع ثاني اجدد ه,0,2021-09-27
121,1442283195827834881, @KingSalman @Badermasaker  ابشر يطلع لي اني طالبة مع اني متخرجة وارسلت طلب بتغيير الحاله  الموقع ويطلع لي انه تمت المعالجة وصار لي اكثر  ٤ شهور ولاتغيرت ولا اعرف ايش السبب ,0,2021-09-27
122,1442281527459655680,  هذه شروط تجديد الهويه+ البس نظاره اصور بدونها https://t.co/8w8gkDp7F3,0,2021-09-27
123,1442280666301755394,    لو سمحتوا مر على وقت تجديد البطاقة اسبوع .. شريحة الاتصال مغلقه  اعرف متى استلمها ,0,2021-09-27
124,1442272588202450945,  بغير اسمي وبطاقتي بتنتهي بعد شهرين عادي  نفس اليوم اروح للاحوال اغير اسمي واجدد بطاقتي,23,2021-09-26
125,1442258868021628930,    اقدر اغير رقمي  الجوال ,22,2021-09-26
126,1442258469093089286, لوسمحت  حجزت عن طريق ابشر تكتفون ه ولا لازم  الرابط تبعكم,22,2021-09-26
127,1442255939709460484,  اسم شانكس مسموح ,22,2021-09-26
128,1442252035147984898,  اسم الزين مسموح !!,22,2021-09-26
129,1442251791886737411,   . لو سمحت متى رح يفتح التقديم على وظائف  المدنيه !!,22,2021-09-26
130,1442251473933459457,  مقدمه على  تكفون الي يعرف احد يدخلني  يسعده و محتاجه,22,2021-09-26
131,1442240968070213632, بطاقتي فقدتها  وبطلع بدل فاقد وش المطلوب ي  اذا رحت للاحوال صوره كرت العائله لازم ! واقدر اغير الصورة عند اصدار بدل فاقد ولا لا ارجو افادتي باقي على انتهاء البطاقة سنتين,21,2021-09-26
132,1442237936565690377,    جددت  المدنيه ولي الان ٦ يام ماجاتني رساله ولا صار اي تغيير  ابشر ولا توكلنا ماالمشكله ! طبعا مجددها  احوال الجبيل الطقه الشرقيه,21,2021-09-26
133,1442232574919729154,  يوجد خدمات ذاتية لتجديد الهوية الوطنية,21,2021-09-26
134,1442231625237123073,"   

 عادي للنساء تغطيه الوجهه بالصوره أثناء إرسال السيره الذاتيه للتقديم على وظائف الأحوال",20,2021-09-26
135,1442231619339931660,"      
ابنتي عمرها ١٣ سنة
 استطيع اطلع لها بطاقة احوال  شكراً",20,2021-09-26
136,1442222832214102017,   يجب طباعة الموعد لتجديد الهويه ,20,2021-09-26
137,1442211046182301701, ماهي الطلبات المطلوبه  حال فقدان بطاقة   يلزم تقديم بلاغ لشرطه,19,2021-09-26
138,1442210782893256706,  اسم روجينا مسموح,19,2021-09-26
139,1442206484285333507," تم تعديل اسم احد افراد العائلة 
وابغى اطلع بطاقة اسره جديد بدل القديم
ومالقيت خيار  حجز المواعيد",19,2021-09-26
140,1442193317718990850,  تجديد البطاقة يحتاج حضور و طريقة تجديدها عن طريق الموقع,18,2021-09-26
141,1442189906747482118,  استخرجت بطاقة هوية لابنتي وبسبب ظروف الدراسة لا تستطيع الحضور لاستلامها ولا يمكن عمل تفويض  أبشر لأقوم باستلامها بدلاً عنها لأنها لم تكمل ١٥ سنة، فماهي الطريقة لكي أستلمها بالنيابة عنها,18,2021-09-26
142,1442181723190616066,   ،  يوجد وظائف شاغره  و التقديم ,17,2021-09-26
143,1442180289825026048, لوسمحت حابه اعرف  ه اجهزة الخدمه الذاتيه لتجديد بطاقه ,17,2021-09-26
144,1442175937664077824,,17,2021-09-26
145,1442175191447007238," 
     
 انسان ابي اعدل الموا الدراسي 
وللأسف يطلع لي كذا ممكن تدوني... https://t.co/n8AMSNCy6I",17,2021-09-26
146,1442172461265661952,  رحت موعدي حق تجديد البطاقه  يوم ١٦ سبتمبر والمفروض تجيني رساله انه استلم بطاقتي مرت ١٠ ايام وللان ما وصلت,17,2021-09-26
147,1442169288752877572,"      
الي عمره ١٧  يتوجب إلزامي إظهار بطاقة الهوية الوطنية و يوجود غرامه بهذا السن أم لا",16,2021-09-26
148,1442166742222983169," الشريحة اللي خلف بطاقة الهوية انكسرت وراحت  مكانها
 تعتبر تالف ، واطلع بدل تالف ",16,2021-09-26
149,1442166370267922433,     . عندي والده عمرها 95 سنة ومقعده حيث تم بتر ارجلها وتريد بطاقة احوال بدل الكرت الكبير القديم ولكن لايوجد لديها تقرير والمستشفى يطلب خطاب   بذلك اريت افادتي بهذا حيث ارغب بزيارة تقدير لها  البيت,16,2021-09-26
150,1442165849062658049,   لما اطلب عن طريق ابشر سجل اسره للامهات يرفض ويقول انت غير مؤ ما السبب,16,2021-09-26
151,1442165506035888132,  يحتاج موعد لاستلام الهوية ,16,2021-09-26
152,1442165139990536192,  بطاقتي  تهية ويوجد خدمة احوال متنقله بالقريه وارغب بالتجديد عن طريقها  يحتاج لي موعد للتجديد,16,2021-09-26
153,1442160841474859010," عند طلب اصدار سجل الاسرة تظهر لي ايقونة انت غير مو برجاء مراجعة اقرب فرع فماهو السبب 
ـ الرجاء فتح الخاص لارسال البيت و شكرا",16,2021-09-26
154,1442160832822001664, احتاج موعد للأحوال المتنقلة أو لا  وإذا لا فأي الساعات يكون التواجد,16,2021-09-26
155,1442158230201946113, تواصلت معكم بخصوص معاملة وتم الرد بأنه سيتم التواصل معي قريباً متى يكون قريبا حتى الآن لم يتم التواصل,16,2021-09-26
156,1442156554246045697, حاولت اعرف لولدي عن طريق ابشر لاصدار بطاقة هوية وعند رفع الصوره يرفض,15,2021-09-26
157,1442150303306977286, أرغب بتحديث صك باسم الوالد  و ناظر للوقف وطلب ي رقم حاسب للوالد  (متو) والمراجعة طلب ي خطاب  المحكمة,15,2021-09-26
158,1442146563724218371, يوجد فرع نسائي مُتنقل  محافظة الكامل ,15,2021-09-26
159,1442145721004838913, ردوا على الخاص,15,2021-09-26
160,1442140667635920900,  طلبت سجل اسره وقال بيوصل بالبريد ولنا الان ٢٠ يوم ولا حس ولا خبر اكلم البريد يقول بنرفع لك شكوى والرد ٧ ايام عمل,14,2021-09-26
161,1442138937485631488,  اصدر بطاقة احوال بدل فاقد,14,2021-09-26
162,1442137719635730437,    طريقه تغيير الإسم وما هي المتطلبات لتغيير الإسم,14,2021-09-26
163,1442136296785330177, سلام    مواطنه سعوديه بطلع بطاقه جديده تو طلع وش الإجراءات,14,2021-09-26
164,1442135491898400768,  اصدار بطاقة  الجديدة لعمر ١٠ او ١٥ يكون بتمامه العمر المطلوب بالتاريخ الهجري او الميلادي ,14,2021-09-26
165,1442127772382552074,    احتاج اجدد هويتي  يلزم الجرعتين علي غرامه فالتجديد بسبب التأخير أريد التأكد لإستكمال حجز الموعد,14,2021-09-26
166,1442127722705268738,  يسعدك اسم ملكه موع  لاحوال,14,2021-09-26
167,1442127609475833864,  يسعدك اسم ملكه موع  لاحوال,14,2021-09-26
168,1442124331820093453,"
 
 تسجل المرأة المطلقة واقعة الطلاق  
وماهي متطلبات التسجيل",13,2021-09-26
169,1442124263104958473, طيب عندي سجل امهات وابي اضيف و لدي الجديد,13,2021-09-26
170,1442120882000785412, لم يحدد عمر كبير هناك أشخاص كبار سن وصحتهم جيده  هؤلاء يعتبرون  كبار السن أو المقصود كبير السن الغير قارد,13,2021-09-26
171,1442116853531234311, التحليل والبصمةكم يجلس ويطلع,13,2021-09-26
172,1442113351790825475, حتى الان لم يتم حل مشكلتي   المدنيه مركز الناصريه الرياض,13,2021-09-26
173,1442112292318023682,"   اليوم سددت غرامه بقيمة 150ريال (إثبات طلاق) وبعد التسديد ذهبت إلى الأحوال كي استخرج كرت العائله قالي الموظف باقي عليك غرامه ودخلت ع مباشر الراجحي وأدخلت المعلومات طبعا تعديل البيت وطلع لا يوجد غرامه.  باقي على غرامه
وشكرا",13,2021-09-26
174,1442109038695788547,"   ابغى اسدد غرامة تسجيل واقعة طلاق قد امضى 4 اشهر   
  ادخل هوية الزوج أو الزوجه لعملية السداد",12,2021-09-26
175,1442107955965476864, ألف شكر لكم جيتو ف البيت وقدمتو ا  الخدمة المطلوبة وكل عام ووطني بألف خير,12,2021-09-26
176,1442105945237213185,  لو سمحت طريقة استخراج بطاقة العائلة دورت  ابشر ماحصلتها,12,2021-09-26
177,1442102771230986246, ارحمونا وخلصو معاملات الاضافه بس باقي لنا بصمههه,12,2021-09-26
178,1442102460449964035,    ممكن خاص ,12,2021-09-26
179,1442101969481392131," 
 
كرما بالنسبة لتعديل الاسم لما اجي احجز موعد لا يوجد خيار
سوى هذه الخيارات
ارجوا الافادة مع جزيل الامتنان https://t.co/PV1bO9oTzw",12,2021-09-26
180,1442099981154914305, اسلام  أنا  خروب,12,2021-09-26
181,1442098601614725121,"   
 ابي احد يدني اذا يعرف شي عن هذا الموضوع  انطلب ي صوره للهويه على الواتس  مستشفى خاص عشان يرجعون لي مبلغ نتيجة خطا بالحساب صورة البطاقه وارسلتها على الخاص لمحاسب المستشفى بس بدون الصوره الشخصيه   ضرر علي واذا ممكن انضر ايش العمل",12,2021-09-26
182,1442097318363291649," نشكر  ، و اتى ان يكون هناك معاير محدده لتكون الخدمة متاحة، مثل:

١) الحالة الصحية و الفرد طريح السرير  

٢)  هو فوق ٨٠

٣) ذوي الاحتياجات الخاصة 

٤) سكر  النوع الاول

٥) فشل كلوي 

٦) السرطان المرحلة الرابعة",12,2021-09-26
183,1442096486465085440,"  طريقه معرفه أن الزوج اسقط زوجته  كرت العائله 

 ابشر",11,2021-09-26
184,1442095375599407104, هذا هو الكلام الحلو  يا  حلوين  مره شكراً  يا طيبين ليت باقي الدوائر  تسلك  هذا السلك  😍❤️,11,2021-09-26
185,1442094329858859009, سلام  ورحمه    متخرج صي  الجامعه وكل ما ادخل أبشر ابي اعدل المؤ الدراسي يجي أن الخدمه غير متوفره متى تتوفر ,11,2021-09-26
186,1442094028246306819," 
 استطيع تجديد الهويه الوطنيه عن طريق ابشر",11,2021-09-26
187,1442093351096946691,  . عندي اختي عندها متلازمة الداون  نستطيع نطلع لها بطاقة احوال او لا  علما بأن عمرها ١٤ سنه وثلاثة شهور,11,2021-09-26
188,1442092756239781888,  سلام  شهادة ميلاد طفل متاخره 4 اشهور  عليها غرامه,11,2021-09-26
